2.220137062062631506e-01,5.402065352570863954e-01,0.000000000000000000e+00
1.347438753169030612e+00,1.412823520826929524e+00,0.000000000000000000e+00
5.372381711316693842e-01,3.727304301773564088e-01,0.000000000000000000e+00
2.134461793128404672e+00,1.404818674702732029e+00,0.000000000000000000e+00
2.315827177411564186e+00,1.356857984372013215e+00,0.000000000000000000e+00
1.205042754284614492e+00,7.809605251516625879e-01,0.000000000000000000e+00
-5.608422720055510347e-01,6.369405211216316864e-02,0.000000000000000000e+00
1.275590838129429638e+00,1.366960528156598409e+00,0.000000000000000000e+00
6.152849436217722179e-01,9.711851093067432883e-01,0.000000000000000000e+00
5.017241457404443272e-01,8.799990706414536623e-01,0.000000000000000000e+00
1.192616621486889850e+00,7.497841131084579391e-01,0.000000000000000000e+00
1.178230199209902462e+00,1.167314232737718172e+00,0.000000000000000000e+00
8.792952213287630325e-02,7.367226823796566570e-01,0.000000000000000000e+00
1.512215224996263263e+00,1.140405954345736328e+00,0.000000000000000000e+00
1.905543425803083002e+00,1.451905508366878816e+00,0.000000000000000000e+00
1.576349836930885928e+00,1.013981886914679054e+00,0.000000000000000000e+00
2.095958843522187198e+00,1.529738130263377016e+00,0.000000000000000000e+00
1.247811282373172403e-01,3.867890270994136515e-01,0.000000000000000000e+00
1.040231892553020732e+00,1.221798559092873715e+00,0.000000000000000000e+00
2.587032371775910278e-02,2.718220331469516360e-01,0.000000000000000000e+00
-1.534534739756878707e-01,1.149874744207727284e-01,0.000000000000000000e+00
-6.519203224384417794e-01,2.308226239711927974e-01,0.000000000000000000e+00
8.635103158745154328e-01,1.374752525625707822e+00,0.000000000000000000e+00
1.918547193954949881e+00,1.216853213418182644e+00,0.000000000000000000e+00
4.475249098174631790e-01,7.169394638174407808e-01,0.000000000000000000e+00
3.667549375579457482e-01,2.640409782808866845e-01,0.000000000000000000e+00
2.587960985381703161e-01,5.400461727318023319e-01,0.000000000000000000e+00
4.901603178570854702e-01,7.845429949359272737e-01,0.000000000000000000e+00
4.749107287384664033e-01,1.134897024107438757e+00,0.000000000000000000e+00
8.348253133686134309e-01,8.017767394796651015e-01,0.000000000000000000e+00
1.258955715290363209e+00,7.781537023918501106e-01,0.000000000000000000e+00
1.897013259603312907e+00,1.718930041611241410e+00,0.000000000000000000e+00
-1.237926786255056921e+00,1.485847820533678920e-01,0.000000000000000000e+00
4.662667566593744484e-01,7.896569459911577660e-01,0.000000000000000000e+00
4.235820957976179635e-01,8.207143761596007447e-01,0.000000000000000000e+00
1.407577124113300826e+00,1.281896997522421255e+00,0.000000000000000000e+00
-9.359198964742312388e-01,2.085471967772247748e-01,0.000000000000000000e+00
8.955450731422412991e-01,8.022425193449609360e-01,0.000000000000000000e+00
1.513791305837024037e+00,1.190307669399094381e+00,0.000000000000000000e+00
2.165725585774855411e+00,1.619334704160656058e+00,0.000000000000000000e+00
1.804652681023112493e+00,1.675441592073733332e+00,0.000000000000000000e+00
1.797372137266826098e+00,1.682858173362168808e+00,0.000000000000000000e+00
6.682262822890396858e-01,6.344547651134716526e-01,0.000000000000000000e+00
-3.179563564358987016e-01,4.619848482978439197e-01,0.000000000000000000e+00
-1.277799464625690717e-01,7.951518145861808939e-01,0.000000000000000000e+00
2.459169479721921014e+00,1.508795827425721159e+00,0.000000000000000000e+00
1.157982021418893170e+00,1.119125990838505391e+00,0.000000000000000000e+00
1.258227070902211420e+00,1.245062711312158621e+00,0.000000000000000000e+00
1.176039469925955094e+00,1.391616579455755121e+00,0.000000000000000000e+00
9.511124417718724855e-01,3.397119567506724502e-01,0.000000000000000000e+00
-4.600082063301682567e-01,2.933804052006021568e-01,0.000000000000000000e+00
-2.734521476350759706e-02,8.604745238785749262e-01,0.000000000000000000e+00
9.939621426463938203e-01,1.199342665314542700e+00,0.000000000000000000e+00
7.936887533662848604e-01,5.696293172150975748e-01,0.000000000000000000e+00
2.245090512650464554e+00,1.443105885738476424e+00,0.000000000000000000e+00
2.196924776611966834e+00,1.676221060547178121e+00,0.000000000000000000e+00
-6.118643419242735249e-01,7.391083781613105863e-02,0.000000000000000000e+00
-3.095183507157377445e-01,4.411167245994577213e-01,0.000000000000000000e+00
8.628013266350738064e-01,1.126941191773768614e+00,0.000000000000000000e+00
9.583939094590079311e-01,4.099365530125996804e-01,0.000000000000000000e+00
1.395775026912230210e+00,1.028613339157355311e+00,0.000000000000000000e+00
2.336207395417638999e+00,1.051474460025697333e+00,0.000000000000000000e+00
1.116297069708616974e+00,1.022012911733680696e+00,0.000000000000000000e+00
1.110903651406807136e+00,9.454620220174652090e-01,0.000000000000000000e+00
